,Ticker,Name,Weight (%),Price,Shares,Market Value,Sector,Year
276,NSP,INSPERITY INC,0.0,28.28,4210.0,119058.8,Consumer Discretionary,2007
277,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,0.0,17.0,4237.0,72029.0,Consumer Discretionary,2007
278,PSPT,PEOPLESUPPORT INC.,0.0,13.68,4243.0,58044.24,Consumer Discretionary,2007
279,DTGF,DOLLAR THRIFTY AUTOMOTIVE GROUP IN,0.0,23.68,4270.0,101113.6,Consumer Discretionary,2007
280,CHUX,OCHARLEYS INC.,0.0,14.98,4308.0,64533.84,Consumer Discretionary,2007
281,FLWS,1-800 FLOWERS.COM INC CLASS A,0.0,8.73,4361.0,38071.53,Consumer Discretionary,2007
282,GPI,GROUP AUTOMOTIVE INC,0.0,23.75,4379.0,104001.25,Consumer Discretionary,2007
283,CHE,CHEMED CORP,0.01,55.88,4388.0,245201.44,Consumer Discretionary,2007
284,RDEN,ELIZABETH ARDEN INC.,0.0,20.35,4399.0,89519.65,Consumer Discretionary,2007
285,MGAM,MULTIMEDIA GAMES HOLDING CO. INC.,0.0,8.34,4407.0,36754.38,Consumer Discretionary,2007
286,GVHR,GEVITY HR,0.0,7.69,4411.0,33920.59,Consumer Discretionary,2007
287,CBRL,CRACKER BARREL OLD COUNTRY STORE I,0.0,32.39,4448.0,144070.72,Consumer Discretionary,2007
288,HTV,HEARST ARGYLE TV,0.0,22.11,4462.0,98654.82,Consumer Discretionary,2007
289,UAA,UNDER ARMOUR INC CLASS A,0.01,43.67,4470.0,195204.9,Consumer Discretionary,2007
290,HHGP,HUDSON HIGHLAND GROUP INC.,0.0,8.41,4483.0,37702.03,Consumer Discretionary,2007
291,XPRT,LECG CORP,0.0,15.06,4484.0,67529.04,Consumer Discretionary,2007
292,CHIC,CHARLOTTE RUSSE HOLDING INC.,0.0,16.15,4498.0,72642.7,Consumer Discretionary,2007
293,BEBE,BEBE STORES,0.0,12.86,4548.0,58487.28,Consumer Discretionary,2007
294,JAS,JO-ANN STORES INC.,0.0,13.08,4550.0,59514.0,Consumer Discretionary,2007
295,DCP,DYNCORP INTERNATIONAL INC. CL A,0.0,26.88,4553.0,122384.64,Consumer Discretionary,2007
296,BTH,BLYTH INC.,0.0,21.94,4560.0,100046.4,Consumer Discretionary,2007
297,ABG,ASBURY AUTOMOTIVE GROUP INC.,0.0,15.05,4598.0,69199.9,Consumer Discretionary,2007
298,PFCB,P.F. CHANGS CHINA BISTRO INC.,0.0,22.84,4629.0,105726.36,Consumer Discretionary,2007
299,KSWS,K-SWISS INC. CL A,0.0,18.1,4640.0,83984.0,Consumer Discretionary,2007
300,KWD,KELLWOOD CO.,0.0,16.64,4667.0,77658.88,Consumer Discretionary,2007
301,KNOL,KNOLOGY INC.,0.0,12.78,4676.0,59759.28,Consumer Discretionary,2007
302,BFAM.1,BRIGHT HORIZONS FAMILY SOLUTIONS,0.01,34.54,4700.0,162338.0,Consumer Discretionary,2007
303,ETH,ETHAN ALLEN INC,0.0,28.5,4758.0,135603.0,Consumer Discretionary,2007
304,MSO,MARTHA STEWART LIVING OMNIMEDIA IN,0.0,9.27,4776.0,44273.52,Consumer Discretionary,2007
305,ASCA,AMERISTAR CASINOS INC.,0.0,27.54,4802.0,132247.08,Consumer Discretionary,2007
306,ESND,ESSENDANT INC,0.01,46.21,4863.0,224719.23,Consumer Discretionary,2007
307,LOOP,LOOPNET INC.,0.0,14.05,4879.0,68549.95,Consumer Discretionary,2007
308,SMRT,STEIN MART INC,0.0,4.74,4884.0,23150.16,Consumer Discretionary,2007
309,TVL,LIN TV CORP.,0.0,12.17,4909.0,59742.53,Consumer Discretionary,2007
310,SOHU,SOHU.COM INC,0.01,54.52,4948.0,269764.96,Consumer Discretionary,2007
311,BNE,BOWNE & CO INC,0.0,17.6,4969.0,87454.4,Consumer Discretionary,2007
312,XOXO,XO GROUP INC,0.0,15.94,4976.0,79317.44,Consumer Discretionary,2007
313,RVI,RETAIL VENTURES,0.0,5.09,4982.0,25358.38,Consumer Discretionary,2007
314,CSTR,COINSTAR INC.,0.0,28.15,5011.0,141059.65,Consumer Discretionary,2007
315,TWB,TWEEN BRANDS,0.0,26.48,5036.0,133353.28,Consumer Discretionary,2007
316,MCHX,MARCHEX INC CLASS B,0.0,10.86,5044.0,54777.84,Consumer Discretionary,2007
317,CNK,CINEMARK HOLDINGS INC,0.0,17.0,5047.0,85799.0,Consumer Discretionary,2007
318,JAKK,JAKKS PACIFIC INC,0.0,23.61,5075.0,119820.75,Consumer Discretionary,2007
319,DTPI,DIAMOND MANAGEMENT & TECHNOLOGY CO,0.0,7.27,5093.0,37026.11,Consumer Discretionary,2007
320,CMLS,CUMULUS MEDIA INC CLASS A,0.0,8.04,5122.0,41180.88,Consumer Discretionary,2007
321,PNRA,PANERA BREAD CLASS A,0.01,35.82,5122.0,183470.04,Consumer Discretionary,2007
322,BH,BIGLARI HOLDINGS INC,0.0,10.9,5133.0,55949.7,Consumer Discretionary,2007
323,INT,WORLD FUEL SERVICES CORP,0.01,29.03,5149.0,149475.47,Consumer Discretionary,2007
324,CEC,CEC ENTERTAINMENT INC,0.0,25.96,5165.0,134083.4,Consumer Discretionary,2007
325,PRXI,PREMIER EXHIBITIONS INC,0.0,10.94,5246.0,57391.24,Consumer Discretionary,2007
326,PRFT,PERFICIENT INC,0.0,15.74,5258.0,82760.92,Consumer Discretionary,2007
327,CPKI,CALIFORNIA PIZZA KITCHEN,0.0,15.57,5261.0,81913.88,Consumer Discretionary,2007
328,AFCE,AFC ENTERPRISES INC.,0.0,11.32,5267.0,59622.44,Consumer Discretionary,2007
329,SWHC,AMERICAN OUTDOOR BRANDS CORP,0.0,6.1,5325.0,32482.5,Consumer Discretionary,2007
330,CATO,CATO CORP CLASS A,0.0,15.66,5368.0,84062.88,Consumer Discretionary,2007
331,TUES,TUESDAY MORNING CORP,0.0,5.07,5391.0,27332.37,Consumer Discretionary,2007
332,HELE,HELEN OF TROY LTD,0.0,17.14,5446.0,93344.44,Consumer Discretionary,2007
333,JHTXQ,JACKSON HEWITT TAX SERVICE,0.01,31.75,5468.0,173609.0,Consumer Discretionary,2007
334,EBHIQ,EDDIE BAUER HOLDINGS INC.,0.0,6.35,5477.0,34778.95,Consumer Discretionary,2007
335,VVTV,VALUEVISION MEDIA INC CLASS A,0.0,6.29,5518.0,34708.22,Consumer Discretionary,2007
336,WOLF,GREAT WOLF RESORTS INC.,0.0,9.81,5519.0,54141.39,Consumer Discretionary,2007
337,ARB,ARBITRON INC.,0.01,41.57,5577.0,231835.89,Consumer Discretionary,2007
338,SAH,SONIC AUTOMOTIVE INC CLASS A,0.0,19.36,5579.0,108009.44,Consumer Discretionary,2007
339,TRMPQ,TRUMP ENTERTAINMENT RESORTS INC.,0.0,4.3,5598.0,24071.4,Consumer Discretionary,2007
340,VTIV,INVENTIV HEALTH INC.,0.01,30.96,5603.0,173468.88,Consumer Discretionary,2007
341,GYMB,GYMBOREE CORP,0.01,30.46,5665.0,172555.9,Consumer Discretionary,2007
342,SCHL,SCHOLASTIC CORP,0.01,34.89,5678.0,198105.42,Consumer Discretionary,2007
343,NLS,NAUTILUS INC,0.0,4.85,5683.0,27562.55,Consumer Discretionary,2007
344,MATW,MATTHEWS INTERNATIONAL CORP CLASS,0.01,46.87,5692.0,266784.04,Consumer Discretionary,2007
345,HIBB,HIBBETT SPORTS INC,0.0,19.98,5695.0,113786.1,Consumer Discretionary,2007
346,EMMS,EMMIS COMMUNICATIONS CORP CLASS A,0.0,3.85,5735.0,22079.75,Consumer Discretionary,2007
347,CCRN,CROSS COUNTRY HEALTHCARE INC,0.0,14.24,5781.0,82321.44,Consumer Discretionary,2007
348,MTN,VAIL RESORTS INC,0.01,53.81,5825.0,313443.25,Consumer Discretionary,2007
349,KFRC,KFORCE INC,0.0,9.75,5843.0,56969.25,Consumer Discretionary,2007
350,IUSA,INFOGROUP INC.,0.0,8.93,5865.0,52374.45,Consumer Discretionary,2007
351,INSP,INFOSPACE INC,0.0,18.8,5877.0,110487.6,Consumer Discretionary,2007
352,LTM,LIFE TIME FITNESS INC.,0.01,49.68,5902.0,293211.36,Consumer Discretionary,2007
353,ETM,ENTERCOM COMMUNICATIONS CORP CLASS,0.0,13.69,5950.0,81455.5,Consumer Discretionary,2007
354,RUSHA,RUSH ENTERPRISES INC CLASS A,0.0,18.18,5959.0,108334.62,Consumer Discretionary,2007
355,CXR,COX RADIO INC,0.0,12.15,5970.0,72535.5,Consumer Discretionary,2007
356,CMG.B,CHIPOTLE MEXICAN GRILL CL B,0.03,123.05,6048.0,744206.4,Consumer Discretionary,2007
357,PBH,PRESTIGE BRANDS HOLDINGS INC,0.0,7.48,6091.0,45560.68,Consumer Discretionary,2007
358,OWW,ORBITZ WORLDWIDE INC.,0.0,8.5,6153.0,52300.5,Consumer Discretionary,2007
359,NTRI,NUTRISYSTEM INC,0.01,26.98,6178.0,166682.44,Consumer Discretionary,2007
360,SORCQ,SOURCE INTERLINK COS,0.0,2.88,6185.0,17812.8,Consumer Discretionary,2007
361,LF,LEAPFROG ENTERPRISES INC. CL A,0.0,6.73,6194.0,41685.62,Consumer Discretionary,2007
362,AMN,AMN HEALTHCARE INC,0.0,17.17,6242.0,107175.14,Consumer Discretionary,2007
363,CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES,0.02,115.98,6252.0,725106.96,Consumer Discretionary,2007
364,ASGN,ON ASSIGNMENT INC,0.0,7.01,6326.0,44345.26,Consumer Discretionary,2007
365,SHFL,SHUFFLE MASTER INC.,0.0,11.99,6343.0,76052.57,Consumer Discretionary,2007
366,BOBE,BOB EVANS FARMS INC,0.01,26.93,6449.0,173671.57,Consumer Discretionary,2007
367,TSCO,TRACTOR SUPPLY,0.01,35.94,6464.0,232316.16,Consumer Discretionary,2007
368,WMG,WARNER MUSIC GROUP CORP.,0.0,6.06,6467.0,39190.02,Consumer Discretionary,2007
369,ISCA,INTERNATIONAL SPEEDWAY CORP CLASS,0.01,41.18,6491.0,267299.38,Consumer Discretionary,2007
370,DXLG,CASUAL MALE RETAIL GROUP INC.,0.0,5.18,6512.0,33732.16,Consumer Discretionary,2007
371,CBK,CHRISTOPHER AND BANKS CORP,0.0,11.45,6528.0,74745.61,Consumer Discretionary,2007
372,CEDCQ,CENTRAL EUROPEAN DISTRIBUTION CORP,0.01,58.08,6567.0,381411.36,Consumer Discretionary,2007
373,WTW,WEIGHT WATCHERS INTERNATIONAL INC,0.01,45.18,6580.0,297284.4,Consumer Discretionary,2007
374,EZPW,EZCORP NON VOTING INC CLASS A,0.0,11.29,6651.0,75089.79,Consumer Discretionary,2007
375,CEB,CEB INC,0.01,60.1,6690.0,402069.0,Consumer Discretionary,2007
376,CHH,CHOICE HOTELS INTERNATIONAL INC,0.01,33.2,6712.0,222838.4,Consumer Discretionary,2007
377,CKXE,CKX INC.,0.0,12.0,6805.0,81660.0,Consumer Discretionary,2007
378,PCLN,THE PRICELINE GROUP INC,0.03,114.86,6924.0,795290.64,Consumer Discretionary,2007
379,CAB,CABELAS INC,0.0,15.07,6998.0,105459.86,Consumer Discretionary,2007
380,BARE,BARE ESCENTUALS INC.,0.01,24.25,6998.0,169701.5,Consumer Discretionary,2007
381,SPCBQ,SPECTRUM BRANDS,0.0,5.33,7047.0,37560.51,Consumer Discretionary,2007
382,EGOV,NIC INC,0.0,8.44,7063.0,59611.72,Consumer Discretionary,2007
383,HSOA,HOME SOLUTIONS,0.0,1.0,7102.0,7102.0,Consumer Discretionary,2007
384,CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,0.01,27.66,7167.0,198239.22,Consumer Discretionary,2007
385,FR1A,FREDS INC CLASS A,0.0,9.63,7224.0,69567.15,Consumer Discretionary,2007
386,MECAQ,MAGNA ENTMT CORP SUB VTG CL A NEW,0.0,0.97,7261.0,7043.17,Consumer Discretionary,2007
387,SBSA,SPANISH BROADCASTING SYSTEM INC. (,0.0,1.85,7266.0,13442.1,Consumer Discretionary,2007
388,JCG,J. CREW GROUP INC.,0.01,48.21,7266.0,350293.86,Consumer Discretionary,2007
389,DLB,DOLBY LABORATORIES INC CLASS A,0.01,49.72,7327.0,364298.44,Consumer Discretionary,2007
390,WMS,WMS INDUSTRIES INC.,0.01,36.64,7346.0,269157.44,Consumer Discretionary,2007
391,TTC,TORO,0.01,54.44,7437.0,404870.28,Consumer Discretionary,2007
392,ESINQ,ITT EDUCATIONAL SERVICES INC,0.02,85.27,7493.0,638928.11,Consumer Discretionary,2007
393,TTEC,TELETECH HOLDINGS INC,0.01,21.27,7515.0,159844.05,Consumer Discretionary,2007
394,GTN,GRAY TELEVISION INC,0.0,8.02,7527.0,60366.54,Consumer Discretionary,2007
395,GET,GAYLORD ENTERTAINMENT CO.,0.01,40.47,7544.0,305305.68,Consumer Discretionary,2007
396,NCMI,NATIONAL CINEMEDIA INC,0.01,25.21,7554.0,190436.34,Consumer Discretionary,2007
397,PBY,PEP BOYS MANNY MOE AND JACK,0.0,11.48,7576.0,86972.48,Consumer Discretionary,2007
398,FINL,FINISH LINE INC CLASS A,0.0,2.42,7651.0,18515.42,Consumer Discretionary,2007
399,ROL,ROLLINS INC,0.0,19.2,7669.0,147244.8,Consumer Discretionary,2007
400,UNFI,UNITED NATURAL FOODS INC,0.01,31.72,7705.0,244402.6,Consumer Discretionary,2007
401,OEH,ORIENT EXPRESS HOTELS LTD.,0.02,57.52,7795.0,448368.4,Consumer Discretionary,2007
402,ABM,ABM INDUSTRIES INC.,0.01,20.39,7803.0,159103.17,Consumer Discretionary,2007
403,SSI,STAGE STORES INC,0.0,14.8,7820.0,115736.0,Consumer Discretionary,2007
404,UEPS,NET UEPS TECHNOLOGIES INC,0.01,29.36,7824.0,229712.64,Consumer Discretionary,2007
405,EZV,DOMINOS PIZZA INC,0.0,13.23,7896.0,104464.08,Consumer Discretionary,2007
406,WW,WATSON WYATT & CO HLDGS,0.01,46.41,7906.0,366917.46,Consumer Discretionary,2007
407,CAO,CSK AUTO,0.0,5.01,7923.0,39694.23,Consumer Discretionary,2007
408,BWS,CALERES INC,0.0,15.17,7933.0,120343.72,Consumer Discretionary,2007
409,PRM,PRIMEDIA INC,0.0,8.5,7939.0,67481.5,Consumer Discretionary,2007
410,HOTT,HOT TOPIC INC.,0.0,5.82,7978.0,46431.96,Consumer Discretionary,2007
411,VPRT,VISTAPRINT N.V.,0.01,42.85,7983.0,342071.55,Consumer Discretionary,2007
412,ZZ,SEALY CORP.,0.0,11.19,8032.0,89878.08,Consumer Discretionary,2007
413,RGS,REGIS CORP,0.01,27.96,8033.0,224602.68,Consumer Discretionary,2007
414,BCO,BRINKS,0.02,59.74,8042.0,480429.08,Consumer Discretionary,2007
415,FOSL,FOSSIL GROUP INC.,0.01,41.98,8083.0,339324.34,Consumer Discretionary,2007
416,MNI,MCCLATCHY CLASS A,0.0,12.52,8123.0,101699.95,Consumer Discretionary,2007
417,LEE,LEE ENTERPRISES INC,0.0,14.65,8284.0,121360.6,Consumer Discretionary,2007
418,AAN.2,AARONS INC.,0.01,19.24,8316.0,159999.84,Consumer Discretionary,2007
419,TBI,TRUEBLUE INC,0.0,14.48,8354.0,120965.92,Consumer Discretionary,2007
420,WP7,WESCO INTERNATIONAL INC,0.01,39.64,8420.0,333768.8,Consumer Discretionary,2007
421,NDN,99 CENTS ONLY STORES,0.0,7.96,8442.0,67198.32,Consumer Discretionary,2007
422,NFLX,NETFLIX INC,0.01,26.62,8457.0,225125.34,Consumer Discretionary,2007
423,DBRN,DRESS BARN INC.,0.0,12.51,8471.0,105972.21,Consumer Discretionary,2007
424,MSM,MSC INDUSTRIAL INC CLASS A,0.01,40.47,8478.0,343104.66,Consumer Discretionary,2007
425,JRN,JOURNAL COMMUNICATIONS INC.,0.0,8.94,8483.0,75838.02,Consumer Discretionary,2007
426,TBL,TIMBERLAND CO,0.01,18.08,8504.0,153752.32,Consumer Discretionary,2007
427,AZO,AUTOZONE INC,0.03,119.91,8518.0,1021393.38,Consumer Discretionary,2007
428,CBZ,CBIZ INC,0.0,9.81,8550.0,83875.5,Consumer Discretionary,2007
429,WRC,WARNACO GROUP INC.,0.01,34.8,8587.0,298827.6,Consumer Discretionary,2007
430,VCI,VALASSIS COMMUNICATIONS INC,0.0,11.69,8630.0,100884.7,Consumer Discretionary,2007
431,KFY,KORN FERRY INTERNATIONAL,0.01,18.82,8643.0,162661.26,Consumer Discretionary,2007
432,FCN,FTI CONSULTING INC,0.02,61.64,8655.0,533494.2,Consumer Discretionary,2007
433,FBN,FURNITURE BRANDS INTERNATIONAL INC,0.0,10.06,8663.0,87149.78,Consumer Discretionary,2007
434,NSIT,INSIGHT ENTERPRISES INC,0.01,18.24,8736.0,159344.64,Consumer Discretionary,2007
435,INAP,INTERNAP CORP,0.0,8.33,8792.0,73237.36,Consumer Discretionary,2007
436,ZLC,ZALE CORP.,0.0,16.06,8802.0,141360.12,Consumer Discretionary,2007
437,RECN,RESOURCES CONNECTION INC,0.01,18.16,8811.0,160007.76,Consumer Discretionary,2007
438,SBGI,SINCLAIR BROADCAST GROUP INC CLASS,0.0,8.21,8841.0,72584.61,Consumer Discretionary,2007
439,SCSS,SELECT COMFORT CORP,0.0,7.01,8863.0,62129.65,Consumer Discretionary,2007
440,POOL,POOL CORP,0.01,19.83,8864.0,175773.12,Consumer Discretionary,2007
441,MDP,MEREDITH CORP,0.02,54.98,8865.0,487397.7,Consumer Discretionary,2007
442,NCI,NAVIGANT CONSULTING INC,0.0,13.67,8927.0,122032.09,Consumer Discretionary,2007
443,HHS,HARTE HANKS INC,0.01,17.3,8996.0,155630.8,Consumer Discretionary,2007
444,NUS,NU SKIN ENTERPRISES INC CLASS A,0.01,16.43,9053.0,148740.79,Consumer Discretionary,2007
445,GEO,GEO GROUP REIT INC,0.01,28.0,9076.0,254128.0,Consumer Discretionary,2007
446,IPAS,IPASS INC,0.0,4.06,9085.0,36885.1,Consumer Discretionary,2007
447,ICON,ICONIX BRAND GROUP INC,0.01,19.66,9129.0,179476.14,Consumer Discretionary,2007
448,CELL,BRIGHTPOINT INC.,0.0,15.36,9158.0,140666.88,Consumer Discretionary,2007
449,LZB,LA-Z-BOY INC,0.0,7.93,9255.0,73392.15,Consumer Discretionary,2007
450,GYI,GETTY IMAGES INC.,0.01,29.0,9277.0,269033.0,Consumer Discretionary,2007
451,CTCM,CTC MEDIA INC,0.01,30.2,9370.0,282974.0,Consumer Discretionary,2007
452,JWA,JOHN WILEY AND SONS INC CLASS A,0.01,42.84,9372.0,401496.48,Consumer Discretionary,2007
453,JMBA,JAMBA INC.,0.0,3.7,9422.0,34861.4,Consumer Discretionary,2007
454,TXRH,TEXAS ROADHOUSE INC,0.0,11.06,9466.0,104693.96,Consumer Discretionary,2007
455,HPOL,HARRIS INTERACTIVE INC,0.0,4.26,9477.0,40372.02,Consumer Discretionary,2007
456,BKS,BARNES AND NOBLE INC,0.01,34.45,9532.0,328377.4,Consumer Discretionary,2007
457,MVL,MARVEL ENTERTAINMENT,0.01,26.71,9571.0,255641.43,Consumer Discretionary,2007
458,PHH,PHH CORP,0.01,17.64,9624.0,169767.36,Consumer Discretionary,2007
459,CVO,CENVEO INC,0.01,17.47,9657.0,168707.79,Consumer Discretionary,2007
460,RT,RUBY TUESDAY INC,0.0,9.75,9775.0,95306.25,Consumer Discretionary,2007
461,WWW,WOLVERINE WORLD WIDE INC,0.01,24.52,9804.0,240394.08,Consumer Discretionary,2007
462,BYI,BALLY TECHNOLOGIES INC.,0.02,49.72,9835.0,488996.2,Consumer Discretionary,2007
463,MW,TAILORED BRANDS INC,0.01,26.98,9960.0,268720.8,Consumer Discretionary,2007
464,GES,GUESS INC,0.01,37.89,9977.0,378028.53,Consumer Discretionary,2007
465,AM,AMERICAN GREETINGS CORP. CL A,0.01,20.3,9980.0,202594.0,Consumer Discretionary,2007
466,WYNN,WYNN RESORTS LTD,0.04,112.13,10029.0,1124551.77,Consumer Discretionary,2007
467,PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,0.01,17.46,10132.0,176904.72,Consumer Discretionary,2007
468,SFN,SPHERION CORP.,0.0,7.28,10134.0,73775.52,Consumer Discretionary,2007
469,MHK,MOHAWK INDUSTRIES INC,0.03,74.4,10135.0,754044.0,Consumer Discretionary,2007
470,TDT,TECH DATA CORP,0.01,37.72,10166.0,383461.52,Consumer Discretionary,2007
471,BYD,BOYD GAMING CORP,0.01,34.07,10343.0,352386.01,Consumer Discretionary,2007
472,PVH,PHILLIPS-VAN HEUSEN CORP.,0.01,36.86,10379.0,382569.94,Consumer Discretionary,2007
473,TT6,TETRA TECH INC,0.01,21.5,10456.0,224804.01,Consumer Discretionary,2007
474,CRI,CARTERS INC,0.01,19.35,10518.0,203523.3,Consumer Discretionary,2007
475,CKR,CKE RESTAURANTS,0.0,13.2,10532.0,139022.4,Consumer Discretionary,2007
476,BGPIQ,BORDERS GROUP INC,0.0,10.65,10545.0,112304.25,Consumer Discretionary,2007
477,SNA,SNAP ON INC,0.02,48.24,10636.0,513080.64,Consumer Discretionary,2007
478,DDS,DILLARDS INC CLASS A,0.01,18.78,11010.0,206767.8,Consumer Discretionary,2007
479,DV,DEVRY EDUCATION GROUP INC,0.02,51.96,11014.0,572287.44,Consumer Discretionary,2007
480,PNK,PINNACLE ENTERTAINMENT INC,0.01,23.56,11091.0,261303.96,Consumer Discretionary,2007
481,CWTR,COLDWATER CREEK INC.,0.0,6.69,11108.0,74312.54,Consumer Discretionary,2007
482,HAR,HARMAN INTERNATIONAL INC,0.03,73.71,11269.0,830637.99,Consumer Discretionary,2007
483,RL,POLO RALPH LAUREN CORP.,0.02,61.79,11290.0,697609.1,Consumer Discretionary,2007
484,TUP,TUPPERWARE BRANDS CORP,0.01,33.03,11339.0,374527.17,Consumer Discretionary,2007
485,TRY.B,WENDYS/ARBYS GROUP INC. SH B SER,0.0,8.76,11343.0,99364.68,Consumer Discretionary,2007
486,JACK,JACK IN THE BOX INC,0.01,25.77,11601.0,298957.77,Consumer Discretionary,2007
487,KKD,KRISPY KREME DOUGHNUTS INC.,0.0,3.16,11625.0,36735.0,Consumer Discretionary,2007
488,BDK,THE BLACK & DECKER CORPORATION,0.03,69.65,11652.0,811561.8,Consumer Discretionary,2007
489,SONC,SONIC CORP,0.01,21.9,11729.0,256865.1,Consumer Discretionary,2007
490,SUTMQ,SUN-TIMES MEDIA GROUP INC. CL A,0.0,2.2,11737.0,25821.4,Consumer Discretionary,2007
491,PSS,COLLECTIVE BRANDS INC.,0.01,17.39,11744.0,204228.16,Consumer Discretionary,2007
492,LYV,LIVE NATION ENTERTAINMENT INC,0.01,14.52,11790.0,171190.8,Consumer Discretionary,2007
493,BKC,BURGER KING HOLDINGS INC,0.01,28.51,11822.0,337045.22,Consumer Discretionary,2007
494,ANN,ANN INC.,0.01,25.56,11823.0,302195.88,Consumer Discretionary,2007
495,SGMS,SCIENTIFIC GAMES CORP CLASS A,0.01,33.25,11928.0,396606.0,Consumer Discretionary,2007
496,UNTD,UNITED ONLINE INC.,0.0,11.82,12019.0,142064.58,Consumer Discretionary,2007
497,BJ,BJS WHOLESALE CLUB INC,0.01,33.83,12019.0,406602.77,Consumer Discretionary,2007
498,DWA,DREAMWORKS ANIMATION SKG INC. CL A,0.01,25.54,12222.0,312149.88,Consumer Discretionary,2007
499,THQI,THQ INC.,0.01,28.19,12398.0,349499.62,Consumer Discretionary,2007
500,EVC,ENTRAVISION COMMUNICATIONS CORP CL,0.0,7.83,12438.0,97389.54,Consumer Discretionary,2007
501,CENTA,CENTRAL GARDEN AND PET CLASS A,0.0,5.36,12570.0,67375.2,Consumer Discretionary,2007
502,CPRT,COPART INC,0.02,42.55,12576.0,535108.8,Consumer Discretionary,2007
503,PSUNQ,PACIFIC SUNWEAR OF CALIFORNIA INC,0.01,14.11,12642.0,178378.63,Consumer Discretionary,2007
504,WCN,WASTE CONNECTIONS INC.,0.01,30.9,12658.0,391132.2,Consumer Discretionary,2007
505,JAH,JARDEN CORP,0.01,23.61,12661.0,298926.23,Consumer Discretionary,2007
506,RCII,RENT-A-CENTER INC,0.01,14.52,12669.0,183953.88,Consumer Discretionary,2007
507,SIXFQ,SIX FLAGS,0.0,2.03,12703.0,25787.09,Consumer Discretionary,2007
508,DIAL,WESTWOOD ONE INC.,0.0,1.99,12785.0,25442.15,Consumer Discretionary,2007
509,RHDCQ,RH DONNELLY CO,0.02,36.48,12920.0,471321.61,Consumer Discretionary,2007
510,ELY,CALLAWAY GOLF,0.01,17.43,12974.0,226136.82,Consumer Discretionary,2007
511,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,0.01,18.45,13120.0,242064.03,Consumer Discretionary,2007
512,CAKE,CHEESECAKE FACTORY INC,0.01,23.71,13384.0,317334.65,Consumer Discretionary,2007
513,PENN,PENN NATIONAL GAMING INC,0.03,59.55,13385.0,797076.75,Consumer Discretionary,2007
514,CPS,CHOICEPOINT INC.,0.02,36.42,13485.0,491123.7,Consumer Discretionary,2007
515,SHLD,SEARS HOLDINGS CORP,0.05,102.05,13751.0,1403289.55,Consumer Discretionary,2007
516,ROIAK,RADIO ONE INC CLASS D,0.0,2.37,13760.0,32611.2,Consumer Discretionary,2007
517,OMX,OFFICEMAX INC.,0.01,20.66,13925.0,287690.5,Consumer Discretionary,2007
518,TPX,TEMPUR SEALY INTERNATIONAL INC,0.01,25.97,14267.0,370513.99,Consumer Discretionary,2007
519,AROPQ,AEROPOSTALE INC,0.01,26.5,14343.0,380089.5,Consumer Discretionary,2007
520,WHR,WHIRLPOOL CORP,0.04,81.63,14528.0,1185920.64,Consumer Discretionary,2007
521,RGC,REGAL ENTERTAINMENT GROUP CLASS A,0.01,18.07,14536.0,262665.52,Consumer Discretionary,2007
522,CROX,CROCS INC,0.02,36.81,14553.0,535695.93,Consumer Discretionary,2007
523,DSG,DICKS SPORTING INC,0.01,27.76,14954.0,415123.04,Consumer Discretionary,2007
524,IFF,INTERNATIONAL FLAVORS & FRAGRANCES,0.02,48.13,15121.0,727773.73,Consumer Discretionary,2007
525,WTSLQ,WET SEAL INC CLASS A,0.0,2.33,15170.0,35346.1,Consumer Discretionary,2007
526,LAMR,LAMAR ADVERTISING CO. CL A,0.02,48.07,15254.0,733259.78,Consumer Discretionary,2007
527,SWK,STANLEY WORKS,0.03,48.48,15399.0,746543.52,Consumer Discretionary,2007
528,ACV,ALBERTO-CULVER,0.01,24.54,15472.0,379682.88,Consumer Discretionary,2007
529,MAN,MANPOWER INC,0.03,56.9,15488.0,881267.2,Consumer Discretionary,2007
530,COCOQ,CORINTHIAN COLLEGES UNDEFINED INC,0.01,15.4,15607.0,240347.8,Consumer Discretionary,2007
531,BLC,BELO CORP. SERIES A,0.01,17.44,15854.0,276493.76,Consumer Discretionary,2007
532,PIR,PIER IMPORTS INC,0.0,5.23,15885.0,83078.55,Consumer Discretionary,2007
533,WEN.2,WENDYS INTERNATIONAL INC.,0.01,25.84,15974.0,412768.16,Consumer Discretionary,2007
534,ANF,ABERCROMBIE AND FITCH CLASS A,0.04,79.97,16061.0,1284398.17,Consumer Discretionary,2007
535,VFC,VF CORP,0.04,68.66,16328.0,1121080.48,Consumer Discretionary,2007
536,JNY,JONES GROUP INC,0.01,15.99,16429.0,262699.71,Consumer Discretionary,2007
537,SSP,EW SCRIPPS CLASS A,0.03,45.01,16480.0,741764.8,Consumer Discretionary,2007
538,WM1,WILLIAMS SONOMA INC,0.01,25.9,16649.0,431209.1,Consumer Discretionary,2007
539,SBH,SALLY BEAUTY HOLDINGS INC,0.01,9.05,16850.0,152492.51,Consumer Discretionary,2007
540,DENN,DENNYS CORP,0.0,3.75,16866.0,63247.5,Consumer Discretionary,2007
